,Resale-Cat,model,fuel_type,vehicle_class,displ,cyl,trans,drive,smog_rating,city_mpg,hwy_mpg,cmb_mpg,Greenhouse_gas_score,smartway,comb_CO2,Sales_2016,Sales_2017,Sales_2018
363,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,2WD,5,15.0,20.0,17.0,4,No,452.5,537013,550311,94829
364,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,4WD,5,14.5,18.5,16.0,3,No,474.5,537013,550311,94829
365,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,4WD,5,14.5,18.5,16.0,3,No,474.5,537013,550311,94829
366,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,2WD,3,14.0,20.0,16.5,3,No,465.0,537013,550311,94829
367,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,2WD,3,14.0,20.0,16.5,3,No,465.0,537013,550311,94829
368,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-6,2WD,3,16.0,23.0,19.0,3,No,476.0,537013,550311,94829
369,High,CHEVROLET Silverado 15,Gasoline,special purpose,5.3,8.0,Auto-6,2WD,3,15.0,20.0,17.0,3,No,523.0,537013,550311,94829
370,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-6,2WD,3,16.0,23.0,19.0,3,No,476.0,537013,550311,94829
371,High,CHEVROLET Silverado 15,Gasoline,special purpose,5.3,8.0,Auto-6,2WD,3,15.0,20.0,17.0,3,No,523.0,537013,550311,94829
372,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,4WD,3,13.5,19.0,15.5,3,No,489.0,537013,550311,94829
373,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,4WD,3,13.5,19.0,15.5,3,No,489.0,537013,550311,94829
374,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-6,4WD,3,16.0,22.0,18.0,3,No,491.0,537013,550311,94829
375,High,CHEVROLET Silverado 15,Gasoline,special purpose,5.3,8.0,Auto-6,4WD,3,15.0,19.0,17.0,3,No,523.0,537013,550311,94829
376,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-6,4WD,3,16.0,22.0,18.0,3,No,491.0,537013,550311,94829
377,High,CHEVROLET Silverado 15,Gasoline,special purpose,5.3,8.0,Auto-6,4WD,3,15.0,19.0,17.0,3,No,523.0,537013,550311,94829
378,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,3,18.0,24.0,20.0,4,No,447.0,537013,550311,94829
379,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,3,18.0,24.0,20.0,4,No,447.0,537013,550311,94829
380,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,3,16.0,22.0,18.0,3,No,495.0,537013,550311,94829
381,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,3,16.0,22.0,18.0,3,No,495.0,537013,550311,94829
382,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,3,16.0,21.0,18.0,3,No,490.0,537013,550311,94829
383,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,3,16.0,21.0,18.0,3,No,490.0,537013,550311,94829
384,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,3,15.0,20.0,17.0,3,No,522.0,537013,550311,94829
385,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,3,15.0,20.0,17.0,3,No,522.0,537013,550311,94829
386,High,CHEVROLET Silverado 15,Gasoline,pickup,6.2,8.0,Auto-8,2WD,3,15.0,21.0,17.0,3,No,522.0,537013,550311,94829
387,High,CHEVROLET Silverado 15,Gasoline,pickup,6.2,8.0,Auto-8,2WD,3,15.0,21.0,17.0,3,No,522.0,537013,550311,94829
388,High,CHEVROLET Silverado 15,Gasoline,pickup,6.2,8.0,Auto-8,4WD,3,15.0,20.0,17.0,3,No,524.0,537013,550311,94829
389,High,CHEVROLET Silverado 15,Gasoline,pickup,6.2,8.0,Auto-8,4WD,3,15.0,20.0,17.0,3,No,524.0,537013,550311,94829
390,Low,FIAT 500,Gasoline,small car,1.4,4.0,Auto-6,2WD,3,24.0,32.0,27.0,6,No,326.0,14380,11467,4916
391,Low,FIAT 500,Gasoline,small car,1.4,4.0,Auto-6,2WD,3,24.0,32.0,27.0,6,No,326.0,14380,11467,4916
392,Low,FIAT 500,Gasoline,small car,1.4,4.0,Man-5,2WD,3,28.0,33.0,30.0,7,Yes,292.0,14380,11467,4916
393,Low,FIAT 500,Gasoline,small car,1.4,4.0,Man-5,2WD,3,28.0,33.0,30.0,7,Yes,292.0,14380,11467,4916
394,Low,FIAT 500 Abarth,Gasoline,small car,1.4,4.0,Auto-6,2WD,3,24.0,32.0,27.0,6,No,326.0,14380,11467,4916
395,Low,FIAT 500 Abarth,Gasoline,small car,1.4,4.0,Auto-6,2WD,3,24.0,32.0,27.0,6,No,326.0,14380,11467,4916
396,Low,FIAT 500 Abarth,Gasoline,small car,1.4,4.0,Man-5,2WD,3,28.0,33.0,30.0,7,Yes,292.0,14380,11467,4916
397,Low,FIAT 500 Abarth,Gasoline,small car,1.4,4.0,Man-5,2WD,3,28.0,33.0,30.0,7,Yes,292.0,14380,11467,4916
398,Low,FIAT 500L,Gasoline,station wagon,1.4,4.0,Auto-6,2WD,3,22.0,30.0,25.0,5,No,356.0,14380,11467,4916
399,Low,FIAT 500L,Gasoline,station wagon,1.4,4.0,Auto-6,2WD,3,22.0,30.0,25.0,5,No,356.0,14380,11467,4916
400,Low,FIAT 500X,Gasoline,small SUV,1.4,4.0,Man-6,2WD,3,25.0,33.0,28.0,6,No,317.0,14380,11467,4916
401,Low,FIAT 500X,Gasoline,small SUV,1.4,4.0,Man-6,2WD,3,25.0,33.0,28.0,6,No,317.0,14380,11467,4916
402,Low,FIAT 500X,Gasoline,small SUV,2.4,4.0,Auto-9,2WD,7,22.0,30.0,25.0,5,No,354.0,14380,11467,4916
403,Low,FIAT 500X,Gasoline,small SUV,2.4,4.0,Auto-9,2WD,7,22.0,30.0,25.0,5,No,354.0,14380,11467,4916
404,Low,FIAT 500X,Gasoline,small SUV,2.4,4.0,Auto-9,4WD,7,21.0,29.0,24.0,5,No,364.0,14380,11467,4916
405,Low,FIAT 500X,Gasoline,small SUV,2.4,4.0,Auto-9,4WD,7,21.0,29.0,24.0,5,No,364.0,14380,11467,4916
406,Low,FIAT 500e,Electricity,small car,0,0,Auto-1,2WD,10,121.0,103.0,112.0,10,Elite,0.0,12071,8731,7909
407,Low,FIAT 500e,Electricity,small car,0,0,Auto-1,2WD,10,121.0,103.0,112.0,10,Elite,0.0,12071,8731,7909
408,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Auto-6,2WD,5,20.0,26.0,22.0,4,No,406.0,35179,30047,5042
409,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Auto-6,2WD,5,20.0,26.0,22.0,4,No,406.0,35179,30047,5042
410,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Auto-6,4WD,5,19.0,24.0,21.0,4,No,429.0,35179,30047,5042
411,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Auto-6,4WD,5,19.0,24.0,21.0,4,No,429.0,35179,30047,5042
412,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Man-6,2WD,5,20.0,26.0,22.0,4,No,403.0,35179,30047,5042
413,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Man-6,2WD,5,20.0,26.0,22.0,4,No,403.0,35179,30047,5042
414,High,GMC Canyon,Diesel,pickup,2.8,4.0,Auto-6,2WD,3,22.0,30.0,25.0,4,No,413.0,35179,30047,5042
415,High,GMC Canyon,Diesel,pickup,2.8,4.0,Auto-6,2WD,3,22.0,30.0,25.0,4,No,413.0,35179,30047,5042
416,High,GMC Canyon,Diesel,pickup,2.8,4.0,Auto-6,4WD,3,20.0,28.0,23.0,4,No,450.0,35179,30047,5042
417,High,GMC Canyon,Diesel,pickup,2.8,4.0,Auto-6,4WD,3,20.0,28.0,23.0,4,No,450.0,35179,30047,5042
418,High,GMC Canyon,Gasoline,pickup,3.6,6.0,Auto-8,2WD,5,18.0,25.0,20.0,4,No,440.0,35179,30047,5042
419,High,GMC Canyon,Gasoline,pickup,3.6,6.0,Auto-8,2WD,5,18.0,25.0,20.0,4,No,440.0,35179,30047,5042
420,High,GMC Canyon,Gasoline,special purpose,3.6,6.0,Auto-8,2WD,5,15.0,15.0,15.0,2,No,589.0,35179,30047,5042
421,High,GMC Canyon,Gasoline,special purpose,3.6,6.0,Auto-8,2WD,5,15.0,15.0,15.0,2,No,589.0,35179,30047,5042
422,High,GMC Canyon,Gasoline,pickup,3.6,6.0,Auto-8,4WD,5,17.0,24.0,19.0,3,No,463.0,35179,30047,5042
423,High,GMC Canyon,Gasoline,pickup,3.6,6.0,Auto-8,4WD,5,17.0,24.0,19.0,3,No,463.0,35179,30047,5042
424,High,GMC Sierra 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,2WD,5,15.0,20.0,17.0,4,No,452.5,207299,204211,30244
425,High,GMC Sierra 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,2WD,5,15.0,20.0,17.0,4,No,452.5,207299,204211,30244
426,High,GMC Sierra 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,4WD,5,14.5,18.5,16.0,3,No,475.5,207299,204211,30244
427,High,GMC Sierra 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,4WD,5,14.5,18.5,16.0,3,No,475.5,207299,204211,30244
428,High,GMC Sierra 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,2WD,3,14.0,20.0,16.5,3,No,465.5,207299,204211,30244
429,High,GMC Sierra 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,2WD,3,14.0,20.0,16.5,3,No,465.5,207299,204211,30244
430,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-6,2WD,3,16.0,23.0,19.0,3,No,475.0,207299,204211,30244
431,High,GMC Sierra 15,Gasoline,special purpose,5.3,8.0,Auto-6,2WD,3,15.0,20.0,17.0,3,No,523.0,207299,204211,30244
432,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-6,2WD,3,16.0,23.0,19.0,3,No,475.0,207299,204211,30244
433,High,GMC Sierra 15,Gasoline,special purpose,5.3,8.0,Auto-6,2WD,3,15.0,20.0,17.0,3,No,523.0,207299,204211,30244
434,High,GMC Sierra 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,4WD,3,13.5,19.0,15.5,3,No,489.0,207299,204211,30244
435,High,GMC Sierra 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,4WD,3,13.5,19.0,15.5,3,No,489.0,207299,204211,30244
436,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-6,4WD,3,16.0,22.0,18.0,3,No,489.0,207299,204211,30244
437,High,GMC Sierra 15,Gasoline,special purpose,5.3,8.0,Auto-6,4WD,3,15.0,19.0,17.0,3,No,523.0,207299,204211,30244
438,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-6,4WD,3,16.0,22.0,18.0,3,No,489.0,207299,204211,30244
439,High,GMC Sierra 15,Gasoline,special purpose,5.3,8.0,Auto-6,4WD,3,15.0,19.0,17.0,3,No,523.0,207299,204211,30244
440,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,3,18.0,24.0,20.0,4,No,447.0,207299,204211,30244
441,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,3,18.0,24.0,20.0,4,No,447.0,207299,204211,30244
442,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,3,16.0,22.0,18.0,3,No,495.0,207299,204211,30244
443,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,3,16.0,22.0,18.0,3,No,495.0,207299,204211,30244
444,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,3,16.0,21.0,18.0,3,No,490.0,207299,204211,30244
445,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,3,16.0,21.0,18.0,3,No,490.0,207299,204211,30244
446,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,3,15.0,20.0,17.0,3,No,522.0,207299,204211,30244
447,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,3,15.0,20.0,17.0,3,No,522.0,207299,204211,30244
448,High,GMC Sierra 15,Gasoline,pickup,6.2,8.0,Auto-8,2WD,3,15.0,21.0,17.0,3,No,517.0,207299,204211,30244
449,High,GMC Sierra 15,Gasoline,pickup,6.2,8.0,Auto-8,2WD,3,15.0,21.0,17.0,3,No,517.0,207299,204211,30244
450,High,GMC Sierra 15,Gasoline,pickup,6.2,8.0,Auto-8,4WD,3,15.0,20.0,17.0,3,No,524.0,207299,204211,30244
451,High,GMC Sierra 15,Gasoline,pickup,6.2,8.0,Auto-8,4WD,3,15.0,20.0,17.0,3,No,524.0,207299,204211,30244
452,High,HONDA Ridgeline,Gasoline,pickup,3.5,6.0,Auto-6,2WD,3,19.0,26.0,22.0,4,No,410.0,23666,32068,28486
453,High,HONDA Ridgeline,Gasoline,pickup,3.5,6.0,Auto-6,2WD,3,19.0,26.0,22.0,4,No,410.0,23666,32068,28486
454,High,HONDA Ridgeline,Gasoline,pickup,3.5,6.0,Auto-6,4WD,3,18.0,25.0,21.0,4,No,424.0,23666,32068,28486
455,High,HONDA Ridgeline,Gasoline,pickup,3.5,6.0,Auto-6,4WD,3,18.0,25.0,21.0,4,No,424.0,23666,32068,28486
456,Low,JAGUAR XJ,Gasoline,large car,3.0,6.0,SemiAuto-8,2WD,7,18.0,27.0,21.0,4,No,416.0,3542,2553,1348
457,Low,JAGUAR XJ,Gasoline,large car,3.0,6.0,SemiAuto-8,2WD,7,18.0,27.0,21.0,4,No,416.0,3542,2553,1348
458,Low,JAGUAR XJ,Gasoline,large car,3.0,6.0,SemiAuto-8,4WD,7,17.0,26.0,20.0,4,No,444.0,3542,2553,1348
459,Low,JAGUAR XJ,Gasoline,large car,3.0,6.0,SemiAuto-8,4WD,7,17.0,26.0,20.0,4,No,444.0,3542,2553,1348
460,Low,JAGUAR XJ,Gasoline,large car,5.0,8.0,SemiAuto-8,2WD,3,15.0,23.0,18.0,3,No,503.0,3542,2553,1348
461,Low,JAGUAR XJ,Gasoline,large car,5.0,8.0,SemiAuto-8,2WD,3,15.0,23.0,18.0,3,No,503.0,3542,2553,1348
462,High,JEEP Wrangler,Gasoline,small SUV,2.0,4.0,Auto-8,4WD,5,23.0,25.0,24.0,5,No,375.0,180991,179188,228293
463,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Auto-5,4WD,3,17.0,21.0,18.0,3,No,481.0,180991,179188,228293
464,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Auto-5,4WD,3,17.0,21.0,18.0,3,No,481.0,180991,179188,228293
465,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Auto-8,4WD,5,18.0,23.0,20.0,4,No,440.0,180991,179188,228293
466,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Auto-8,4WD,5,18.0,23.0,20.0,4,No,440.0,180991,179188,228293
467,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Man-6,4WD,3,17.0,21.0,18.0,3,No,480.0,180991,179188,228293
468,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Man-6,4WD,3,17.0,21.0,18.0,3,No,480.0,180991,179188,228293
469,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Man-6,4WD,5,17.0,25.0,20.0,4,No,446.0,180991,179188,228293
470,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Man-6,4WD,5,17.0,25.0,20.0,4,No,446.0,180991,179188,228293
471,High,JEEP Wrangler Unlimited,Gasoline,small SUV,2.0,4.0,Auto-8,4WD,5,22.0,24.0,22.0,4,No,394.0,180991,179188,228293
472,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Auto-5,4WD,3,16.0,20.0,18.0,3,No,504.0,180991,179188,228293
473,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Auto-5,4WD,3,16.0,20.0,18.0,3,No,504.0,180991,179188,228293
474,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Auto-8,4WD,5,18.0,23.0,20.0,4,No,443.0,180991,179188,228293
475,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Auto-8,4WD,5,18.0,23.0,20.0,4,No,443.0,180991,179188,228293
476,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Man-6,4WD,3,16.0,21.0,18.0,3,No,502.0,180991,179188,228293
477,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Man-6,4WD,3,16.0,21.0,18.0,3,No,502.0,180991,179188,228293
478,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Man-6,4WD,5,17.0,23.0,19.0,3,No,459.0,180991,179188,228293
479,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Man-6,4WD,5,17.0,23.0,19.0,3,No,459.0,180991,179188,228293
480,Low,NISSAN Leaf,Electricity,midsize car,0,0,Auto-1,2WD,10,125.0,100.0,112.0,10,Elite,0.0,13251,10458,14565
481,Low,NISSAN Leaf,Electricity,midsize car,0,0,Auto-1,2WD,10,125.0,100.0,112.0,10,Elite,0.0,13251,10458,14565
482,Low,SMART ForTwo ed,Electricity,small car,0,0,Auto-1,2WD,10,124.0,94.0,108.0,10,Elite,0.0,609,529,1148
483,Low,SMART ForTwo ed,Electricity,small car,0,0,Auto-1,2WD,10,124.0,94.0,108.0,10,Elite,0.0,609,529,1148
484,Low,SMART ForTwo ed,Electricity,small car,0,0,Auto-1,2WD,10,112.0,91.0,102.0,10,Elite,0.0,609,529,1148
485,Low,SMART ForTwo ed,Electricity,small car,0,0,Auto-1,2WD,10,112.0,91.0,102.0,10,Elite,0.0,609,529,1148
486,High,TOYOTA 4Runner,Gasoline,standard SUV,4.0,6.0,SemiAuto-5,2WD,3,17.0,21.0,18.0,3,No,479.0,104456,119597,130025
487,High,TOYOTA 4Runner,Gasoline,standard SUV,4.0,6.0,SemiAuto-5,2WD,3,17.0,21.0,18.0,3,No,479.0,104456,119597,130025
488,High,TOYOTA 4Runner,Gasoline,standard SUV,4.0,6.0,SemiAuto-5,4WD,3,17.0,20.0,18.0,3,No,491.0,104456,119597,130025
489,High,TOYOTA 4Runner,Gasoline,standard SUV,4.0,6.0,SemiAuto-5,4WD,3,17.0,20.0,18.0,3,No,491.0,104456,119597,130025
490,High,TOYOTA Tacoma,Gasoline,pickup,2.7,4.0,SemiAuto-6,2WD,5,20.0,23.0,21.0,4,No,422.0,178914,185615,228947
491,High,TOYOTA Tacoma,Gasoline,pickup,2.7,4.0,SemiAuto-6,2WD,5,20.0,23.0,21.0,4,No,422.0,178914,185615,228947
492,High,TOYOTA Tacoma,Gasoline,pickup,2.7,4.0,SemiAuto-6,4WD,5,19.0,22.0,20.0,4,No,441.0,178914,185615,228947
493,High,TOYOTA Tacoma,Gasoline,pickup,2.7,4.0,SemiAuto-6,4WD,5,19.0,22.0,20.0,4,No,441.0,178914,185615,228947
494,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,Man-6,4WD,5,17.0,20.0,18.0,3,No,483.0,178914,185615,228947
495,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,Man-6,4WD,5,17.0,21.0,18.0,3,No,494.0,178914,185615,228947
496,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,Man-6,4WD,5,17.0,20.0,18.0,3,No,483.0,178914,185615,228947
497,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,Man-6,4WD,5,17.0,21.0,18.0,3,No,494.0,178914,185615,228947
498,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,SemiAuto-6,2WD,5,19.0,24.0,21.0,4,No,431.0,178914,185615,228947
499,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,SemiAuto-6,2WD,5,19.0,24.0,21.0,4,No,431.0,178914,185615,228947
500,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,SemiAuto-6,4WD,5,18.0,22.0,20.0,4,No,452.0,178914,185615,228947
501,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,SemiAuto-6,4WD,5,18.0,22.0,20.0,4,No,452.0,178914,185615,228947
502,High,TOYOTA Tundra,Gasoline,pickup,4.6,8.0,SemiAuto-6,2WD,3,15.0,19.0,16.0,2,No,554.0,108257,109657,110614
503,High,TOYOTA Tundra,Gasoline,pickup,4.6,8.0,SemiAuto-6,2WD,3,15.0,19.0,16.0,2,No,554.0,108257,109657,110614
504,High,TOYOTA Tundra,Gasoline,pickup,4.6,8.0,SemiAuto-6,4WD,3,14.0,18.0,16.0,2,No,568.0,108257,109657,110614
505,High,TOYOTA Tundra,Gasoline,pickup,4.6,8.0,SemiAuto-6,4WD,3,14.0,18.0,16.0,2,No,568.0,108257,109657,110614
506,High,TOYOTA Tundra,Gasoline,pickup,5.7,8.0,SemiAuto-6,2WD,5,13.0,18.0,15.0,2,No,592.0,108257,109657,110614
507,High,TOYOTA Tundra,Gasoline,pickup,5.7,8.0,SemiAuto-6,2WD,5,13.0,18.0,15.0,2,No,592.0,108257,109657,110614
508,High,TOYOTA Tundra,Gasoline,pickup,5.7,8.0,SemiAuto-6,4WD,5,13.0,17.0,14.0,1,No,615.0,108257,109657,110614
509,High,TOYOTA Tundra,Gasoline,pickup,5.7,8.0,SemiAuto-6,4WD,5,13.0,17.0,14.0,1,No,615.0,108257,109657,110614
