,Resale-Cat,model,fuel_type,vehicle_class,displ,cyl,trans,drive,smog_rating,city_mpg,hwy_mpg,cmb_mpg,Greenhouse_gas_score,smartway,comb_CO2,Sales_2016,Sales_2017,Sales_2018
179,High,CHEVROLET Colorado,Diesel,pickup,2.8,4.0,Auto-6,2WD,6,22.0,30.0,25.0,5,No,411.0,103217,106583,20848
180,High,CHEVROLET Colorado,Diesel,pickup,2.8,4.0,Auto-6,4WD,6,20.0,28.0,23.0,4,No,449.0,103217,106583,20848
181,High,CHEVROLET Colorado,Diesel,pickup,2.8,4.0,Auto-6,4WD,6,20.0,28.0,23.0,4,No,449.0,103217,106583,20848
182,High,CHEVROLET Colorado,Gasoline,pickup,3.6,6.0,Auto-8,2WD,7,18.0,25.0,20.0,4,No,440.0,103217,106583,20848
183,High,CHEVROLET Colorado,Gasoline,pickup,3.6,6.0,Auto-8,2WD,7,18.0,25.0,20.0,4,No,440.0,103217,106583,20848
184,High,CHEVROLET Colorado,Gasoline,special purpose,3.6,6.0,Auto-8,2WD,7,15.0,15.0,15.0,2,No,589.0,103217,106583,20848
185,High,CHEVROLET Colorado,Gasoline,special purpose,3.6,6.0,Auto-8,2WD,7,15.0,15.0,15.0,2,No,589.0,103217,106583,20848
186,High,CHEVROLET Colorado,Gasoline,pickup,3.6,6.0,Auto-8,4WD,7,17.0,24.0,19.0,4,No,461.0,103217,106583,20848
187,High,CHEVROLET Colorado,Gasoline,pickup,3.6,6.0,Auto-8,4WD,7,17.0,24.0,19.0,4,No,461.0,103217,106583,20848
188,High,CHEVROLET Colorado ZR2,Diesel,pickup,2.8,4.0,Auto-6,4WD,6,19.0,22.0,20.0,3,No,506.0,103217,106583,20848
189,High,CHEVROLET Colorado ZR2,Diesel,pickup,2.8,4.0,Auto-6,4WD,6,19.0,22.0,20.0,3,No,506.0,103217,106583,20848
190,High,CHEVROLET Colorado ZR2,Gasoline,pickup,3.6,6.0,Auto-8,4WD,7,16.0,18.0,17.0,3,No,532.0,103217,106583,20848
191,High,CHEVROLET Colorado ZR2,Gasoline,pickup,3.6,6.0,Auto-8,4WD,7,16.0,18.0,17.0,3,No,532.0,103217,106583,20848
192,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,2WD,7,15.0,20.0,17.0,4,No,452.0,537013,550311,94829
193,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,2WD,7,15.0,20.0,17.0,4,No,452.0,537013,550311,94829
194,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,4WD,7,14.5,18.5,16.0,4,No,480.0,537013,550311,94829
195,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,4WD,7,14.5,18.5,16.0,4,No,480.0,537013,550311,94829
196,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,2WD,5,14.0,20.0,16.5,4,No,466.0,537013,550311,94829
197,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,2WD,6,14.0,20.0,16.5,4,No,466.0,537013,550311,94829
198,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-6,2WD,5,16.0,23.0,19.0,4,No,479.0,537013,550311,94829
199,High,CHEVROLET Silverado 15,Gasoline,special purpose,5.3,8.0,Auto-6,2WD,5,15.0,20.0,17.0,3,No,523.0,537013,550311,94829
200,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-6,2WD,6,16.0,23.0,19.0,4,No,479.0,537013,550311,94829
201,High,CHEVROLET Silverado 15,Gasoline,special purpose,5.3,8.0,Auto-6,2WD,6,15.0,20.0,17.0,3,No,523.0,537013,550311,94829
202,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,4WD,5,13.5,19.0,15.5,3,No,509.0,537013,550311,94829
203,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,4WD,6,13.5,19.0,15.5,3,No,509.0,537013,550311,94829
204,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-6,4WD,5,16.0,22.0,18.0,3,No,495.0,537013,550311,94829
205,High,CHEVROLET Silverado 15,Gasoline,special purpose,5.3,8.0,Auto-6,4WD,5,15.0,19.0,17.0,3,No,523.0,537013,550311,94829
206,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-6,4WD,6,16.0,22.0,18.0,3,No,495.0,537013,550311,94829
207,High,CHEVROLET Silverado 15,Gasoline,special purpose,5.3,8.0,Auto-6,4WD,6,15.0,19.0,17.0,3,No,523.0,537013,550311,94829
208,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,5,18.0,24.0,20.0,4,No,447.0,537013,550311,94829
209,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,6,18.0,24.0,20.0,4,No,447.0,537013,550311,94829
210,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,5,16.0,22.0,18.0,3,No,497.0,537013,550311,94829
211,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,6,16.0,22.0,18.0,3,No,497.0,537013,550311,94829
212,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,5,16.0,21.0,18.0,3,No,488.0,537013,550311,94829
213,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,6,16.0,21.0,18.0,3,No,488.0,537013,550311,94829
214,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,5,15.0,20.0,17.0,3,No,533.0,537013,550311,94829
215,High,CHEVROLET Silverado 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,6,15.0,20.0,17.0,3,No,533.0,537013,550311,94829
216,High,CHEVROLET Silverado 15,Gasoline,pickup,6.2,8.0,Auto-8,2WD,5,15.0,21.0,17.0,3,No,522.0,537013,550311,94829
217,High,CHEVROLET Silverado 15,Gasoline,pickup,6.2,8.0,Auto-8,2WD,6,15.0,21.0,17.0,3,No,522.0,537013,550311,94829
218,High,CHEVROLET Silverado 15,Gasoline,pickup,6.2,8.0,Auto-8,4WD,5,15.0,20.0,17.0,3,No,531.0,537013,550311,94829
219,High,CHEVROLET Silverado 15,Gasoline,pickup,6.2,8.0,Auto-8,4WD,6,15.0,20.0,17.0,3,No,531.0,537013,550311,94829
220,Low,FIAT 500,Gasoline,small car,1.4,4.0,Auto-6,2WD,6,24.0,32.0,27.0,6,No,326.0,14380,11467,4916
221,Low,FIAT 500,Gasoline,small car,1.4,4.0,Auto-6,2WD,6,24.0,32.0,27.0,6,No,326.0,14380,11467,4916
222,Low,FIAT 500,Gasoline,small car,1.4,4.0,Auto-6,2WD,6,27.0,33.0,29.0,7,Yes,300.0,14380,11467,4916
223,Low,FIAT 500,Gasoline,small car,1.4,4.0,Auto-6,2WD,6,27.0,33.0,29.0,7,Yes,300.0,14380,11467,4916
224,Low,FIAT 500,Gasoline,small car,1.4,4.0,Man-5,2WD,6,28.0,33.0,30.0,7,Yes,299.0,14380,11467,4916
225,Low,FIAT 500,Gasoline,small car,1.4,4.0,Man-5,2WD,6,28.0,33.0,30.0,7,Yes,299.0,14380,11467,4916
226,Low,FIAT 500,Gasoline,small car,1.4,4.0,Man-5,2WD,6,31.0,38.0,34.0,8,Yes,264.0,14380,11467,4916
227,Low,FIAT 500,Gasoline,small car,1.4,4.0,Man-5,2WD,6,31.0,38.0,34.0,8,Yes,264.0,14380,11467,4916
228,Low,FIAT 500 Abarth,Gasoline,small car,1.4,4.0,Auto-6,2WD,6,24.0,32.0,27.0,6,No,326.0,14380,11467,4916
229,Low,FIAT 500 Abarth,Gasoline,small car,1.4,4.0,Auto-6,2WD,6,24.0,32.0,27.0,6,No,326.0,14380,11467,4916
230,Low,FIAT 500 Abarth,Gasoline,small car,1.4,4.0,Man-5,2WD,6,28.0,33.0,30.0,7,Yes,299.0,14380,11467,4916
231,Low,FIAT 500 Abarth,Gasoline,small car,1.4,4.0,Man-5,2WD,6,28.0,33.0,30.0,7,Yes,299.0,14380,11467,4916
232,Low,FIAT 500L,Gasoline,station wagon,1.4,4.0,Auto-6,2WD,6,22.0,30.0,25.0,5,No,356.0,14380,11467,4916
233,Low,FIAT 500L,Gasoline,station wagon,1.4,4.0,Auto-6,2WD,6,22.0,30.0,25.0,5,No,356.0,14380,11467,4916
234,Low,FIAT 500X,Gasoline,small SUV,1.4,4.0,Man-6,2WD,6,25.0,33.0,28.0,6,No,317.0,14380,11467,4916
235,Low,FIAT 500X,Gasoline,small SUV,1.4,4.0,Man-6,2WD,6,25.0,33.0,28.0,6,No,317.0,14380,11467,4916
236,Low,FIAT 500X,Gasoline,small SUV,2.4,4.0,Auto-9,2WD,6,22.0,30.0,25.0,5,No,353.0,14380,11467,4916
237,Low,FIAT 500X,Gasoline,small SUV,2.4,4.0,Auto-9,2WD,6,22.0,30.0,25.0,5,No,353.0,14380,11467,4916
238,Low,FIAT 500X,Gasoline,small SUV,2.4,4.0,Auto-9,4WD,6,21.0,29.0,24.0,5,No,364.0,14380,11467,4916
239,Low,FIAT 500X,Gasoline,small SUV,2.4,4.0,Auto-9,4WD,6,21.0,29.0,24.0,5,No,364.0,14380,11467,4916
240,Low,FIAT 500e,Electricity,small car,0,0,Auto-1,2WD,10,121.0,103.0,112.0,10,Elite,0.0,12071,8731,7909
241,Low,FIAT 500e,Electricity,small car,0,0,Auto-1,2WD,10,121.0,103.0,112.0,10,Elite,0.0,12071,8731,7909
242,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Auto-6,2WD,6,20.0,26.0,22.0,5,No,405.0,35179,30047,5042
243,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Auto-6,2WD,6,20.0,26.0,22.0,5,No,405.0,35179,30047,5042
244,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Auto-6,4WD,6,19.0,24.0,21.0,4,No,423.0,35179,30047,5042
245,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Auto-6,4WD,6,19.0,24.0,21.0,4,No,423.0,35179,30047,5042
246,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Man-6,2WD,6,19.0,26.0,22.0,5,No,408.0,35179,30047,5042
247,High,GMC Canyon,Gasoline,pickup,2.5,4.0,Man-6,2WD,6,19.0,26.0,22.0,5,No,408.0,35179,30047,5042
248,High,GMC Canyon,Diesel,pickup,2.8,4.0,Auto-6,2WD,6,22.0,30.0,25.0,5,No,411.0,35179,30047,5042
249,High,GMC Canyon,Diesel,pickup,2.8,4.0,Auto-6,2WD,6,22.0,30.0,25.0,5,No,411.0,35179,30047,5042
250,High,GMC Canyon,Diesel,pickup,2.8,4.0,Auto-6,4WD,6,20.0,28.0,23.0,4,No,449.0,35179,30047,5042
251,High,GMC Canyon,Diesel,pickup,2.8,4.0,Auto-6,4WD,6,20.0,28.0,23.0,4,No,449.0,35179,30047,5042
252,High,GMC Canyon,Gasoline,pickup,3.6,6.0,Auto-8,2WD,7,18.0,25.0,20.0,4,No,440.0,35179,30047,5042
253,High,GMC Canyon,Gasoline,pickup,3.6,6.0,Auto-8,2WD,7,18.0,25.0,20.0,4,No,440.0,35179,30047,5042
254,High,GMC Canyon,Gasoline,special purpose,3.6,6.0,Auto-8,2WD,7,15.0,15.0,15.0,2,No,589.0,35179,30047,5042
255,High,GMC Canyon,Gasoline,special purpose,3.6,6.0,Auto-8,2WD,7,15.0,15.0,15.0,2,No,589.0,35179,30047,5042
256,High,GMC Canyon,Gasoline,pickup,3.6,6.0,Auto-8,4WD,7,17.0,24.0,19.0,4,No,461.0,35179,30047,5042
257,High,GMC Canyon,Gasoline,pickup,3.6,6.0,Auto-8,4WD,7,17.0,24.0,19.0,4,No,461.0,35179,30047,5042
258,High,GMC Sierra 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,2WD,7,15.0,20.0,17.0,4,No,452.5,207299,204211,30244
259,High,GMC Sierra 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,2WD,7,15.0,20.0,17.0,4,No,452.5,207299,204211,30244
260,High,GMC Sierra 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,4WD,7,14.5,18.5,16.0,4,No,473.5,207299,204211,30244
261,High,GMC Sierra 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,4WD,7,14.5,18.5,16.0,4,No,473.5,207299,204211,30244
262,High,GMC Sierra 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,2WD,5,14.0,20.0,16.5,4,No,466.0,207299,204211,30244
263,High,GMC Sierra 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,2WD,6,14.0,20.0,16.5,4,No,466.0,207299,204211,30244
264,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-6,2WD,5,16.0,23.0,19.0,4,No,479.0,207299,204211,30244
265,High,GMC Sierra 15,Gasoline,special purpose,5.3,8.0,Auto-6,2WD,5,15.0,20.0,17.0,3,No,523.0,207299,204211,30244
266,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-6,2WD,6,16.0,23.0,19.0,4,No,479.0,207299,204211,30244
267,High,GMC Sierra 15,Gasoline,special purpose,5.3,8.0,Auto-6,2WD,6,15.0,20.0,17.0,3,No,523.0,207299,204211,30244
268,High,GMC Sierra 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,4WD,5,13.5,19.0,15.5,3,No,508.0,207299,204211,30244
269,High,GMC Sierra 15,Ethanol/Gas,pickup,5.3,8.0,Auto-6,4WD,6,13.5,19.0,15.5,3,No,508.0,207299,204211,30244
270,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-6,4WD,5,16.0,22.0,18.0,3,No,494.0,207299,204211,30244
271,High,GMC Sierra 15,Gasoline,special purpose,5.3,8.0,Auto-6,4WD,5,15.0,19.0,17.0,3,No,523.0,207299,204211,30244
272,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-6,4WD,6,16.0,22.0,18.0,3,No,494.0,207299,204211,30244
273,High,GMC Sierra 15,Gasoline,special purpose,5.3,8.0,Auto-6,4WD,6,15.0,19.0,17.0,3,No,523.0,207299,204211,30244
274,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,5,18.0,24.0,20.0,4,No,447.0,207299,204211,30244
275,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,6,18.0,24.0,20.0,4,No,447.0,207299,204211,30244
276,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,5,16.0,22.0,18.0,3,No,497.0,207299,204211,30244
277,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,2WD,6,16.0,22.0,18.0,3,No,497.0,207299,204211,30244
278,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,5,16.0,21.0,18.0,3,No,488.0,207299,204211,30244
279,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,6,16.0,21.0,18.0,3,No,488.0,207299,204211,30244
280,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,5,15.0,20.0,17.0,3,No,533.0,207299,204211,30244
281,High,GMC Sierra 15,Gasoline,pickup,5.3,8.0,Auto-8,4WD,6,15.0,20.0,17.0,3,No,533.0,207299,204211,30244
282,High,GMC Sierra 15,Gasoline,pickup,6.2,8.0,Auto-8,2WD,5,15.0,21.0,17.0,3,No,523.0,207299,204211,30244
283,High,GMC Sierra 15,Gasoline,pickup,6.2,8.0,Auto-8,2WD,6,15.0,21.0,17.0,3,No,523.0,207299,204211,30244
284,High,GMC Sierra 15,Gasoline,pickup,6.2,8.0,Auto-8,4WD,5,15.0,20.0,17.0,3,No,531.0,207299,204211,30244
285,High,GMC Sierra 15,Gasoline,pickup,6.2,8.0,Auto-8,4WD,6,15.0,20.0,17.0,3,No,531.0,207299,204211,30244
286,High,HONDA Ridgeline,Gasoline,pickup,3.5,6.0,Auto-6,2WD,6,19.0,26.0,22.0,5,No,410.0,23666,32068,28486
287,High,HONDA Ridgeline,Gasoline,pickup,3.5,6.0,Auto-6,2WD,6,19.0,26.0,22.0,5,No,410.0,23666,32068,28486
288,High,HONDA Ridgeline,Gasoline,pickup,3.5,6.0,Auto-6,4WD,6,18.0,25.0,21.0,4,No,424.0,23666,32068,28486
289,High,HONDA Ridgeline,Gasoline,pickup,3.5,6.0,Auto-6,4WD,6,18.0,25.0,21.0,4,No,424.0,23666,32068,28486
290,Low,JAGUAR XJ,Gasoline,large car,3.0,6.0,SemiAuto-8,2WD,9,18.0,27.0,21.0,4,No,416.0,3542,2553,1348
291,Low,JAGUAR XJ,Gasoline,large car,3.0,6.0,SemiAuto-8,2WD,8,18.0,27.0,21.0,4,No,416.0,3542,2553,1348
292,Low,JAGUAR XJ,Gasoline,large car,3.0,6.0,SemiAuto-8,4WD,9,17.0,26.0,20.0,4,No,444.0,3542,2553,1348
293,Low,JAGUAR XJ,Gasoline,large car,3.0,6.0,SemiAuto-8,4WD,8,17.0,26.0,20.0,4,No,444.0,3542,2553,1348
294,Low,JAGUAR XJ,Gasoline,large car,5.0,8.0,SemiAuto-8,2WD,6,15.0,23.0,18.0,3,No,503.0,3542,2553,1348
295,Low,JAGUAR XJ,Gasoline,large car,5.0,8.0,SemiAuto-8,2WD,6,15.0,23.0,18.0,3,No,503.0,3542,2553,1348
296,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Auto-5,4WD,6,17.0,21.0,18.0,3,No,481.0,180991,179188,228293
297,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Auto-5,4WD,6,17.0,21.0,18.0,3,No,481.0,180991,179188,228293
298,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Man-6,4WD,6,17.0,21.0,18.0,3,No,480.0,180991,179188,228293
299,High,JEEP Wrangler,Gasoline,small SUV,3.6,6.0,Man-6,4WD,6,17.0,21.0,18.0,3,No,480.0,180991,179188,228293
300,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Auto-5,4WD,6,16.0,20.0,18.0,3,No,504.0,180991,179188,228293
301,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Auto-5,4WD,6,16.0,20.0,18.0,3,No,504.0,180991,179188,228293
302,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Man-6,4WD,6,16.0,21.0,18.0,3,No,502.0,180991,179188,228293
303,High,JEEP Wrangler Unlimited,Gasoline,small SUV,3.6,6.0,Man-6,4WD,6,16.0,21.0,18.0,3,No,502.0,180991,179188,228293
304,Low,NISSAN Leaf,Electricity,midsize car,0,0,Auto-1,2WD,10,124.0,101.0,112.0,10,Elite,0.0,13251,10458,14565
305,Low,NISSAN Leaf,Electricity,midsize car,0,0,Auto-1,2WD,10,124.0,101.0,112.0,10,Elite,0.0,13251,10458,14565
306,High,TOYOTA 4Runner,Gasoline,standard SUV,4.0,6.0,SemiAuto-5,2WD,6,17.0,21.0,18.0,3,No,479.0,104456,119597,130025
307,High,TOYOTA 4Runner,Gasoline,standard SUV,4.0,6.0,SemiAuto-5,2WD,6,17.0,21.0,18.0,3,No,479.0,104456,119597,130025
308,High,TOYOTA 4Runner,Gasoline,standard SUV,4.0,6.0,SemiAuto-5,4WD,6,17.0,20.0,18.0,3,No,491.0,104456,119597,130025
309,High,TOYOTA 4Runner,Gasoline,standard SUV,4.0,6.0,SemiAuto-5,4WD,6,17.0,20.0,18.0,3,No,491.0,104456,119597,130025
310,High,TOYOTA Tacoma,Gasoline,pickup,2.7,4.0,Man-5,4WD,7,19.0,21.0,20.0,4,No,448.0,178914,185615,228947
311,High,TOYOTA Tacoma,Gasoline,pickup,2.7,4.0,Man-5,4WD,7,19.0,21.0,20.0,4,No,448.0,178914,185615,228947
312,High,TOYOTA Tacoma,Gasoline,pickup,2.7,4.0,SemiAuto-6,2WD,7,19.0,23.0,21.0,4,No,427.0,178914,185615,228947
313,High,TOYOTA Tacoma,Gasoline,pickup,2.7,4.0,SemiAuto-6,2WD,7,19.0,23.0,21.0,4,No,427.0,178914,185615,228947
314,High,TOYOTA Tacoma,Gasoline,pickup,2.7,4.0,SemiAuto-6,4WD,7,19.0,22.0,20.0,4,No,441.0,178914,185615,228947
315,High,TOYOTA Tacoma,Gasoline,pickup,2.7,4.0,SemiAuto-6,4WD,7,19.0,22.0,20.0,4,No,441.0,178914,185615,228947
316,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,Man-6,4WD,7,17.0,20.0,18.0,3,No,483.0,178914,185615,228947
317,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,Man-6,4WD,7,17.0,21.0,18.0,3,No,481.0,178914,185615,228947
318,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,Man-6,4WD,7,17.0,20.0,18.0,3,No,483.0,178914,185615,228947
319,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,Man-6,4WD,7,17.0,21.0,18.0,3,No,481.0,178914,185615,228947
320,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,SemiAuto-6,2WD,7,19.0,24.0,21.0,4,No,431.0,178914,185615,228947
321,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,SemiAuto-6,2WD,7,19.0,24.0,21.0,4,No,431.0,178914,185615,228947
322,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,SemiAuto-6,4WD,7,18.0,23.0,20.0,4,No,446.0,178914,185615,228947
323,High,TOYOTA Tacoma,Gasoline,pickup,3.5,6.0,SemiAuto-6,4WD,7,18.0,23.0,20.0,4,No,446.0,178914,185615,228947
324,High,TOYOTA Tundra,Gasoline,pickup,4.6,8.0,SemiAuto-6,2WD,5,15.0,19.0,16.0,2,No,554.0,108257,109657,110614
325,High,TOYOTA Tundra,Gasoline,pickup,4.6,8.0,SemiAuto-6,2WD,6,15.0,19.0,16.0,2,No,554.0,108257,109657,110614
326,High,TOYOTA Tundra,Gasoline,pickup,4.6,8.0,SemiAuto-6,4WD,5,14.0,18.0,16.0,2,No,568.0,108257,109657,110614
327,High,TOYOTA Tundra,Gasoline,pickup,4.6,8.0,SemiAuto-6,4WD,6,14.0,18.0,16.0,2,No,568.0,108257,109657,110614
328,High,TOYOTA Tundra,Gasoline,pickup,5.7,8.0,SemiAuto-6,2WD,5,13.0,18.0,15.0,2,No,592.0,108257,109657,110614
329,High,TOYOTA Tundra,Gasoline,pickup,5.7,8.0,SemiAuto-6,2WD,6,13.0,18.0,15.0,2,No,592.0,108257,109657,110614
330,High,TOYOTA Tundra,Gasoline,pickup,5.7,8.0,SemiAuto-6,4WD,5,13.0,17.0,15.0,2,No,606.0,108257,109657,110614
331,High,TOYOTA Tundra,Gasoline,pickup,5.7,8.0,SemiAuto-6,4WD,6,13.0,17.0,15.0,2,No,606.0,108257,109657,110614
332,Low,BMW 740e,Gasoline/Electricity,large car,2.0,4.0,SemiAuto-8,4WD,3,43.5,48.5,45.5,9,Yes,214.0,12071,8731,7909
333,Low,BMW 740e,Gasoline/Electricity,large car,2.0,4.0,SemiAuto-8,4WD,3,43.5,48.5,45.5,9,Yes,214.0,12071,8731,7909
334,Low,BMW 740i,Gasoline,large car,3.0,6.0,SemiAuto-8,2WD,3,21.0,29.0,24.0,5,No,372.0,12071,8731,7909
335,Low,BMW 740i,Gasoline,large car,3.0,6.0,SemiAuto-8,2WD,3,21.0,29.0,24.0,5,No,372.0,12071,8731,7909
336,Low,BMW 740i,Gasoline,large car,3.0,6.0,SemiAuto-8,4WD,3,20.0,29.0,23.0,5,No,382.0,12071,8731,7909
337,Low,BMW 740i,Gasoline,large car,3.0,6.0,SemiAuto-8,4WD,3,20.0,29.0,23.0,5,No,382.0,12071,8731,7909
338,Low,BMW 750i,Gasoline,large car,4.4,8.0,SemiAuto-8,2WD,3,17.0,25.0,20.0,4,No,449.0,12071,8731,7909
339,Low,BMW 750i,Gasoline,large car,4.4,8.0,SemiAuto-8,2WD,3,17.0,25.0,20.0,4,No,449.0,12071,8731,7909
340,Low,BMW 750i,Gasoline,large car,4.4,8.0,SemiAuto-8,4WD,3,16.0,25.0,19.0,3,No,463.0,12071,8731,7909
341,Low,BMW 750i,Gasoline,large car,4.4,8.0,SemiAuto-8,4WD,3,16.0,25.0,19.0,3,No,463.0,12071,8731,7909
342,High,CHEVROLET Colorado,Gasoline,pickup,2.5,4.0,Auto-6,2WD,5,20.0,26.0,22.0,4,No,406.0,103217,106583,20848
343,High,CHEVROLET Colorado,Gasoline,pickup,2.5,4.0,Auto-6,2WD,5,20.0,26.0,22.0,4,No,406.0,103217,106583,20848
344,High,CHEVROLET Colorado,Gasoline,pickup,2.5,4.0,Auto-6,4WD,5,19.0,24.0,21.0,4,No,429.0,103217,106583,20848
345,High,CHEVROLET Colorado,Gasoline,pickup,2.5,4.0,Auto-6,4WD,5,19.0,24.0,21.0,4,No,429.0,103217,106583,20848
346,High,CHEVROLET Colorado,Gasoline,pickup,2.5,4.0,Man-6,2WD,5,20.0,26.0,22.0,4,No,403.0,103217,106583,20848
347,High,CHEVROLET Colorado,Gasoline,pickup,2.5,4.0,Man-6,2WD,5,20.0,26.0,22.0,4,No,403.0,103217,106583,20848
348,High,CHEVROLET Colorado,Diesel,pickup,2.8,4.0,Auto-6,2WD,3,22.0,30.0,25.0,4,No,413.0,103217,106583,20848
349,High,CHEVROLET Colorado,Diesel,pickup,2.8,4.0,Auto-6,2WD,3,22.0,30.0,25.0,4,No,413.0,103217,106583,20848
350,High,CHEVROLET Colorado,Diesel,pickup,2.8,4.0,Auto-6,4WD,3,20.0,28.0,23.0,4,No,450.0,103217,106583,20848
351,High,CHEVROLET Colorado,Diesel,pickup,2.8,4.0,Auto-6,4WD,3,20.0,28.0,23.0,4,No,450.0,103217,106583,20848
352,High,CHEVROLET Colorado,Gasoline,pickup,3.6,6.0,Auto-8,2WD,5,18.0,25.0,20.0,4,No,440.0,103217,106583,20848
353,High,CHEVROLET Colorado,Gasoline,pickup,3.6,6.0,Auto-8,2WD,5,18.0,25.0,20.0,4,No,440.0,103217,106583,20848
354,High,CHEVROLET Colorado,Gasoline,special purpose,3.6,6.0,Auto-8,2WD,5,15.0,15.0,15.0,2,No,589.0,103217,106583,20848
355,High,CHEVROLET Colorado,Gasoline,special purpose,3.6,6.0,Auto-8,2WD,5,15.0,15.0,15.0,2,No,589.0,103217,106583,20848
356,High,CHEVROLET Colorado,Gasoline,pickup,3.6,6.0,Auto-8,4WD,5,17.0,24.0,19.0,3,No,463.0,103217,106583,20848
357,High,CHEVROLET Colorado,Gasoline,pickup,3.6,6.0,Auto-8,4WD,5,17.0,24.0,19.0,3,No,463.0,103217,106583,20848
358,High,CHEVROLET Colorado ZR2,Diesel,pickup,2.8,4.0,Auto-6,4WD,3,19.0,22.0,20.0,3,No,506.0,103217,106583,20848
359,High,CHEVROLET Colorado ZR2,Diesel,pickup,2.8,4.0,Auto-6,4WD,3,19.0,22.0,20.0,3,No,506.0,103217,106583,20848
360,High,CHEVROLET Colorado ZR2,Gasoline,pickup,3.6,6.0,Auto-8,4WD,5,16.0,18.0,17.0,3,No,532.0,103217,106583,20848
361,High,CHEVROLET Colorado ZR2,Gasoline,pickup,3.6,6.0,Auto-8,4WD,5,16.0,18.0,17.0,3,No,532.0,103217,106583,20848
362,High,CHEVROLET Silverado 15,Ethanol/Gas,pickup,4.3,6.0,Auto-6,2WD,5,15.0,20.0,17.0,4,No,452.5,537013,550311,94829
