Resale-Cat,fuel_type,vehicle_class,trans,drive,smog_rating,city_mpg,hwy_mpg,cmb_mpg,Greenhouse_gas_score,smartway,comb_CO2,Sales_2016,Sales_2017,Sales_2018
0,2,2,2,1,7,14.5,18.5,1,4,1,473.5,207299,204211,30244
0,2,2,2,1,7,14.5,18.5,1,4,1,473.5,207299,204211,30244
0,3,2,3,1,6,15.0,20.0,1,3,1,533.0,207299,204211,30244
0,3,2,3,1,5,15.0,20.0,1,3,1,531.0,207299,204211,30244
1,3,3,4,0,6,22.0,30.0,0,5,1,353.0,14380,11467,4916
1,3,3,4,1,6,21.0,29.0,0,5,1,364.0,14380,11467,4916
1,3,3,4,1,6,21.0,29.0,0,5,1,364.0,14380,11467,4916
1,3,3,4,0,6,22.0,30.0,0,5,1,353.0,14380,11467,4916
1,3,3,6,0,6,25.0,33.0,0,6,1,317.0,14380,11467,4916
1,1,4,0,0,10,124.0,94.0,0,10,0,0.0,609,529,1148
1,3,7,2,0,6,22.0,30.0,0,5,1,356.0,14380,11467,4916
1,3,0,9,0,6,21.0,29.0,0,5,1,372.0,12071,8731,7909
1,3,0,9,0,6,21.0,29.0,0,5,1,372.0,12071,8731,7909
1,3,4,2,0,6,24.0,32.0,0,6,1,326.0,14380,11467,4916
1,3,4,2,0,6,24.0,32.0,0,6,1,326.0,14380,11467,4916
1,3,4,2,0,6,27.0,33.0,0,7,2,300.0,14380,11467,4916
1,3,4,2,0,6,27.0,33.0,0,7,2,300.0,14380,11467,4916
1,3,3,6,0,6,25.0,33.0,0,6,1,317.0,14380,11467,4916
1,3,4,5,0,6,28.0,33.0,0,7,2,299.0,14380,11467,4916
1,3,4,5,0,6,31.0,38.0,0,8,2,264.0,14380,11467,4916
1,3,4,2,0,6,24.0,32.0,0,6,1,326.0,14380,11467,4916
1,3,4,2,0,6,24.0,32.0,0,6,1,326.0,14380,11467,4916
1,3,4,5,0,6,28.0,33.0,0,7,2,299.0,14380,11467,4916
1,3,4,5,0,6,28.0,33.0,0,7,2,299.0,14380,11467,4916
1,3,7,2,0,6,22.0,30.0,0,5,1,356.0,14380,11467,4916
1,3,4,5,0,6,31.0,38.0,0,8,2,264.0,14380,11467,4916
1,3,4,5,0,6,28.0,33.0,0,7,2,299.0,14380,11467,4916
1,3,4,5,0,3,28.0,33.0,0,7,2,292.0,14380,11467,4916
1,1,4,0,0,10,121.0,103.0,0,10,0,0.0,12071,8731,7909
1,1,4,0,0,10,124.0,94.0,0,10,0,0.0,609,529,1148
1,1,1,0,0,10,125.0,100.0,0,10,0,0.0,13251,10458,14565
1,3,3,4,1,7,21.0,29.0,0,5,1,364.0,14380,11467,4916
1,3,3,4,1,7,21.0,29.0,0,5,1,364.0,14380,11467,4916
1,3,3,4,0,7,22.0,30.0,0,5,1,354.0,14380,11467,4916
1,3,3,4,0,7,22.0,30.0,0,5,1,354.0,14380,11467,4916
1,3,0,9,0,3,21.0,29.0,0,5,1,372.0,12071,8731,7909
1,3,0,9,0,3,21.0,29.0,0,5,1,372.0,12071,8731,7909
1,3,4,2,0,3,24.0,32.0,0,6,1,326.0,14380,11467,4916
1,3,4,2,0,3,24.0,32.0,0,6,1,326.0,14380,11467,4916
1,3,3,6,0,3,25.0,33.0,0,6,1,317.0,14380,11467,4916
1,3,3,6,0,3,25.0,33.0,0,6,1,317.0,14380,11467,4916
1,3,4,5,0,3,28.0,33.0,0,7,2,292.0,14380,11467,4916
1,4,0,9,1,3,43.5,48.5,0,9,2,214.0,12071,8731,7909
1,1,1,0,0,10,124.0,101.0,0,10,0,0.0,13251,10458,14565
1,1,1,0,0,10,124.0,101.0,0,10,0,0.0,13251,10458,14565
1,3,4,5,0,3,28.0,33.0,0,7,2,292.0,14380,11467,4916
1,3,4,2,0,3,24.0,32.0,0,6,1,326.0,14380,11467,4916
1,4,0,9,1,6,43.5,48.5,0,9,2,214.0,12071,8731,7909
1,3,4,2,0,3,24.0,32.0,0,6,1,326.0,14380,11467,4916
1,1,4,0,0,10,121.0,103.0,0,10,0,0.0,12071,8731,7909
1,1,4,0,0,10,121.0,103.0,0,10,0,0.0,12071,8731,7909
1,3,7,2,0,3,22.0,30.0,0,5,1,356.0,14380,11467,4916
1,3,7,2,0,3,22.0,30.0,0,5,1,356.0,14380,11467,4916
1,3,4,5,0,3,28.0,33.0,0,7,2,292.0,14380,11467,4916
1,1,4,0,0,10,121.0,103.0,0,10,0,0.0,12071,8731,7909
1,4,0,9,1,6,43.5,48.5,0,9,2,214.0,12071,8731,7909
1,3,0,9,0,7,18.0,27.0,2,5,1,414.0,3542,2553,1348
1,1,1,0,0,10,124.0,101.0,0,10,0,0.0,13251,10458,14565
1,3,0,9,1,3,16.0,25.0,2,3,1,463.0,12071,8731,7909
1,3,0,9,1,3,16.0,25.0,2,3,1,463.0,12071,8731,7909
1,3,0,9,0,3,17.0,25.0,2,4,1,449.0,12071,8731,7909
1,3,0,9,0,3,17.0,25.0,2,4,1,449.0,12071,8731,7909
1,3,0,9,1,3,20.0,29.0,2,5,1,382.0,12071,8731,7909
1,3,0,9,1,3,20.0,29.0,2,5,1,382.0,12071,8731,7909
1,3,0,9,1,8,17.0,26.0,2,4,1,444.0,3542,2553,1348
1,3,0,9,1,9,17.0,26.0,2,4,1,444.0,3542,2553,1348
1,3,0,9,0,8,18.0,27.0,2,4,1,416.0,3542,2553,1348
1,3,0,9,0,9,18.0,27.0,2,4,1,416.0,3542,2553,1348
1,3,0,9,1,6,16.0,25.0,2,4,1,459.0,12071,8731,7909
1,3,0,9,1,6,16.0,25.0,2,4,1,459.0,12071,8731,7909
1,3,0,9,0,6,17.0,26.0,2,4,1,441.0,12071,8731,7909
1,3,0,9,0,6,17.0,26.0,2,4,1,441.0,12071,8731,7909
1,3,0,9,1,6,19.0,28.0,2,5,1,397.0,12071,8731,7909
1,3,0,9,1,6,19.0,28.0,2,5,1,397.0,12071,8731,7909
1,3,0,9,1,9,17.0,26.0,2,4,1,443.0,3542,2553,1348
1,3,0,9,1,7,17.0,26.0,2,4,1,443.0,3542,2553,1348
1,3,0,9,0,9,18.0,27.0,2,5,1,414.0,3542,2553,1348
1,1,4,0,0,10,112.0,91.0,0,10,0,0.0,609,529,1148
1,3,0,9,1,5,16.0,25.0,2,4,1,459.0,12071,8731,7909
1,3,0,9,0,6,17.0,25.0,2,4,1,436.0,12071,8731,7909
1,3,0,9,0,5,17.0,25.0,2,4,1,436.0,12071,8731,7909
1,3,0,9,0,6,15.0,23.0,1,3,1,503.0,3542,2553,1348
1,3,0,9,0,6,15.0,23.0,1,3,1,503.0,3542,2553,1348
1,3,0,9,0,6,15.0,23.0,1,4,1,504.0,3542,2553,1348
1,3,0,9,0,5,15.0,23.0,1,4,1,504.0,3542,2553,1348
1,3,0,9,0,7,18.0,27.0,2,4,1,416.0,3542,2553,1348
1,1,1,0,0,10,124.0,101.0,0,10,0,0.0,13251,10458,14565
1,3,0,9,0,7,18.0,27.0,2,4,1,416.0,3542,2553,1348
1,3,0,9,1,7,17.0,26.0,2,4,1,444.0,3542,2553,1348
1,1,1,0,0,10,126.0,101.0,0,10,0,0.0,13251,10458,14565
1,1,1,0,0,10,126.0,101.0,0,10,0,0.0,13251,10458,14565
1,1,4,0,0,10,121.0,103.0,0,10,0,0.0,12071,8731,7909
1,1,4,0,0,10,121.0,103.0,0,10,0,0.0,12071,8731,7909
1,3,3,4,1,6,21.0,30.0,0,5,1,361.0,14380,11467,4916
1,3,3,4,1,6,21.0,30.0,0,5,1,361.0,14380,11467,4916
1,3,3,4,0,6,22.0,31.0,0,6,1,350.0,14380,11467,4916
1,3,3,4,0,6,22.0,31.0,0,6,1,350.0,14380,11467,4916
1,3,3,6,0,6,25.0,34.0,0,7,2,313.0,14380,11467,4916
1,3,3,6,0,5,25.0,34.0,0,7,1,313.0,14380,11467,4916
1,3,7,6,0,6,25.0,33.0,0,7,2,312.0,14380,11467,4916
1,3,7,6,0,5,25.0,33.0,0,7,1,312.0,14380,11467,4916
1,3,7,2,0,6,22.0,30.0,0,6,1,351.0,14380,11467,4916
1,3,7,2,0,5,22.0,30.0,0,6,1,351.0,14380,11467,4916
1,3,4,5,0,5,28.0,34.0,0,7,1,295.0,14380,11467,4916
1,3,4,2,0,6,24.0,32.0,0,6,1,322.0,14380,11467,4916
1,3,4,2,0,5,24.0,32.0,0,6,1,322.0,14380,11467,4916
1,3,4,5,0,6,31.0,40.0,0,8,2,259.0,14380,11467,4916
1,3,4,5,0,5,31.0,40.0,0,8,2,259.0,14380,11467,4916
1,3,4,5,0,6,28.0,34.0,0,7,2,295.0,14380,11467,4916
1,3,4,5,0,5,28.0,34.0,0,7,1,295.0,14380,11467,4916
1,3,4,2,0,6,27.0,34.0,0,7,2,295.0,14380,11467,4916
1,3,4,2,0,5,27.0,34.0,0,7,1,295.0,14380,11467,4916
1,3,4,2,0,6,24.0,32.0,0,6,1,322.0,14380,11467,4916
1,3,4,2,0,5,24.0,32.0,0,6,1,322.0,14380,11467,4916
1,3,0,9,0,6,21.0,29.0,0,5,1,371.0,12071,8731,7909
1,3,0,9,0,6,21.0,29.0,0,5,1,371.0,12071,8731,7909
1,3,0,9,1,7,17.0,26.0,2,4,1,444.0,3542,2553,1348
1,1,4,0,0,10,112.0,91.0,0,10,0,0.0,609,529,1148
